Hospital Name,Name,Specialities,Areas of Focus
Mayo Clinic,"Kamal Shouman, M.D.",Neurologist,"Autonomic reflex testing, Peripheral neuropathy, Autonomic neuropathy"
Mayo Clinic,"Deepak K. Shrestha, Ph.D.",,
Mayo Clinic,"Malakh L. Shrestha, M.B.B.S., Ph.D.",Cardiovascular Surgeon,"Aortic arch replacement, Aortic valve repair and replacement, Aortic root surgery, Coronary bypass surgery, Aortic aneu...rysm repair, Thoracic aortic aneurysm surgery, Aortic dissection, Coronary artery disease, Aortic ulcer, Aortic valve disease, Aortic disorder, Aortic valve stenosis, Aortic valve regurgitation, Aortic aneurysm"
Mayo Clinic,"Vijayalakshmi (Viji) Shridhar, Ph.D.",,"Cancer, Tumors and masses"
Mayo Clinic,"Yunhong Shu, Ph.D.",Radiologist,MRI
Mayo Clinic,"Jamilah Shubeilat, M.B.B.S., M.D.",Infectious Disease Specialist,"Valley fever, Infection in the immunocompromised, Transplant-associated infection, Device-associated infection , Mycoba...cterial infection, Infection, General infectious diseases, Bronchiectasis"
Mayo Clinic,"Chrisandra L. Shufelt, M.D.",Women's Health Specialist,
Mayo Clinic,"Fahad Shuja, M.B.B.S.",Vascular Surgeon,"Carotid endarterectomy, Carotid angiogram, Aortic aneurysm repair, Carotid angioplasty and stenting, Thoracic endovascu...lar aneurysm repair , Varicose vein ablation, Endovascular treatment, Endovascular aneurysm repair, Angiogram, Thoracoabdominal aneurysm surgery, Mesenteric artery bypass, Arteriovenous fistula surgery, Thoracic aortic aneurysm surgery, Femoral endarterectomy, Fistulogram, Thoracoabdominal aortic aneurysm repair, Thrombectomy, Endovascular reconstruction, Carotid artery reconstruction, Thrombolysis, Aneurysm surgery, Arteriovenous malformation surgery, Angioplasty, Median arcuate ligament syndrome, Renal artery aneurysm, Carotid artery dissection, Arteriovenous fistula, Deep vein thrombosis, Popliteal aneurysm, Vascular graft infection, Aortic ulcer, Aortic dissection, Venous insufficiency, Aortic aneurysm, Arterial aneurysm, Thoracic aortic aneurysm, Renal artery stenosis, Vascular anomaly, Aortic disorder, Venous disorder, Arteriovenous malformation, Mesenteric ischemia, Nutcracker syndrome , Venous aneurysm, Takayasu's arteritis, Carotid body tumor, Critical limb ischemia, Vascular malformation, Carotid artery disease, Aortoiliac disease, Varicose vein, Venous malformation, Claudication, Thoracic outlet syndrome, Fibromuscular dysplasia, Aneurysm, Arteriosclerosis/atherosclerosis, Lymphedema, Peripheral artery disease, Abdominal aortic aneurysm, Thoracoabdominal aortic aneurysm, Venous thrombosis, Popliteal artery entrapment syndrome, Marfan syndrome"
Mayo Clinic,"Dean A. Shumway, M.D.",Radiation Oncologist,"Radiation therapy for breast cancer, Proton therapy, Breast cancer"
Mayo Clinic,"Alexander R. Shusko, Jr., M.D.",Ophthalmologist,"Cataract surgery, Uveitis, Dry eyes, Cataract"
Mayo Clinic,"Irene G. Sia, M.D.",Infectious Disease Specialist,General infectious diseases
Mayo Clinic,"Mustaqeem A. Siddiqui, M.D., M.B.A.","Internist, Hematologist, Oncologist",
Mayo Clinic,"Kostandinos Sideras, M.D., Ph.D.",,
Mayo Clinic,"Rafael J. Sierra, M.D.",Orthopedic Surgeon,
Mayo Clinic,"Ashley E. Sievers, M.D.",Emergency Medicine Physician,
Mayo Clinic,"Michael H. Silber, M.B., Ch.B.","Neurologist, Pulmonologist","Narcolepsy, Restless legs syndrome, Sleep disorders, Parasomnia"
Mayo Clinic,"Richard (Rick) E. Silbert, M.D.",Internist,
Mayo Clinic,"Alvin C. Silva, M.D.",Radiologist,MRI
Mayo Clinic,"Victoria (Michelle) M. Silvera, M.D.","Pediatric Radiologist, Radiologist",
Mayo Clinic,"Leslie A. Sim, Ph.D., L.P.",Psychologist,"Gastrointestinal disorder, POTS, Functional neurologic disorder, Fatigue, Chronic pain"
Mayo Clinic,"Vinaya Simha, M.B.B.S., M.D.","Internist, Endocrinologist","Hypoglycemia, Diabetes"
Mayo Clinic,"Leslie V. Simon, D.O.",Emergency Medicine Physician,"Trauma care, Ultrasound"
Mayo Clinic,"Douglas (Doug) A. Simonetto, M.D.","Transplant Hepatologist, Gastroenterologist, Internist","Liver biopsy, Upper endoscopy, Colonoscopy, Cirrhosis, Budd-Chiari syndrome, Portal hypertension, Chronic liver disease..., Fontan-associated liver disease, Alcoholic hepatitis, Alcoholic liver disease"
Mayo Clinic,"David Simper, M.D.","Internist, Cardiologist",
Mayo Clinic,"Charles (Chase) R. Sims, III, M.D.",,
Mayo Clinic,"Lawrence J. Sinak, M.D.","Internist, Cardiologist","Echocardiogram, Acute coronary syndrome"
Mayo Clinic,"Kai Singbartl, M.D., M.P.H.",Anesthesiologist,"Kidney injury, Sepsis"
Mayo Clinic,"Andrew L. Singer, M.D., Ph.D.",General Surgeon,"Living donor liver transplant, Living donor kidney transplant, Pancreas transplant, Liver transplant, Kidney transplant..., Hepatitis C, Blood type incompatibility"
Mayo Clinic,"Wolfgang Singer, M.D.",,
Mayo Clinic,"Amrit B. Singh, M.B.B.S.","Internist, Hematologist, Oncologist","Cancer, Head and neck cancer"
Mayo Clinic,"Balwinder Singh, M.D.",Psychiatrist,
Mayo Clinic,"Mandeep Singh, M.D.","Interventional Cardiologist, Internist, Cardiologist",
Mayo Clinic,"Parminder Singh, M.D.","Internist, Hematologist, Oncologist","Testicular cancer, Prostate cancer, Kidney cancer, Melanoma, Bladder cancer"
Mayo Clinic,"Ravinder J. Singh, Ph.D.",Pathologist,
Mayo Clinic,"Ripudamanjit Singh, M.D.","Interventional Cardiologist, Vascular Medicine Specialist, Anesthesiologist",
Mayo Clinic,"Sujata Singh, M.B.B.S.",Internist,Heart disease
Mayo Clinic,"Abhinav Singla, M.D.",Internist,
Mayo Clinic,"Prerna Sinha, M.B.B.S.",Pediatrician,
Mayo Clinic,"Shirshendu Sinha, M.B.B.S., M.D.",Psychiatrist,"Transplant, Bipolar disorder, Depression, Anxiety disorder, Alcohol use disorder"
Mayo Clinic,"Frank A. Sinicrope, M.D.","Internist, Oncologist, Gastroenterologist","Immunotherapy, Chemotherapy, Colon cancer"
Mayo Clinic,"Terence T. Sio, M.D., M.S.","Radiation Oncologist, Oncologist","Intensity-modulated radiation therapy, Stereotactic radiosurgery, Proton therapy, Intraoperative radiation therapy, Bra...in stereotactic radiosurgery, Radiation therapy, Stereotactic body radiotherapy, Liver cancer, Ependymoma, Gallbladder cancer, Neurofibroma, Anal cancer, Stomach cancer, Brain metastasis, Brain cancer, Gastrointestinal stromal tumors, Hepatocellular carcinoma, Rectal cancer, Cholangiocarcinoma, Meningioma, Glioma, Glioblastoma, Colon cancer, Brain tumor, Oligodendroglioma, Esophageal cancer, Pancreatic cancer, Choroid plexus papilloma, Neuroendocrine tumor, Astrocytoma, Pituitary tumor, Ampullary cancer, Neurofibromatosis, Lung cancer, Small bowel cancer, Spinal tumor, Acoustic neuroma, Pancreatic neuroendocrine tumor, Chordoma, Spinal cord tumor"
Mayo Clinic,"Brittany L. Siontis, M.D.",Oncologist,
Mayo Clinic,"Konstantinos Siontis, M.D.",Cardiac Electrophysiologist,"Ventricular tachycardia ablation, SVT ablation, Atrial fibrillation ablation, Cardiac ablation, Atrial fibrillation, Ve...ntricular tachycardia, Supraventricular tachycardia, Hypertrophic cardiomyopathy, Cardiac sarcoidosis, Wolff-Parkinson-White syndrome"
Mayo Clinic,"Joseph I. Sirven, M.D.",Neurologist,"Ketogenic diet, Epilepsy surgery, EEG, Frontal lobe seizure, Seizure , Epilepsy, Grand mal seizure, Absence seizure"
Mayo Clinic,"Arthur J. Sit, M.D., M.S.",Ophthalmologist,"Glaucoma surgery, Cataract surgery, Glaucoma"
Mayo Clinic,"Joseph H. Skalski, M.D.","Critical Care Specialist, Internist, Pulmonologist","COPD, Asthma"
Mayo Clinic,"Nikolaos Skartsis, M.D., Ph.D.",Transplant Nephrologist,"Transplant-associated infection, Transplant disorder, Transplant rejection"
Mayo Clinic,"John A. Skinner, M.D.",Radiologist,Ultrasound
Mayo Clinic,"Aaron B. Skolnik, M.D.",,"Mechanical ventilation, Temporary venous pacing, Bronchoscopy, Endotracheal intubation, Central venous catheterization,... Sepsis, Acute kidney injury , Shock, Respiratory failure, Heart failure, Liver injury"
Mayo Clinic,"James L. Slack, M.D.","Internist, Oncologist","Autologous stem cell transplant, Allogeneic stem cell transplant, Myelodysplastic syndromes, Acute myelogenous leukemia"
Mayo Clinic,"Christopher D. Sletten, Ph.D., L.P.",Psychologist,Pain
Mayo Clinic,"Brandon W. Sloop, M.D.",,
Mayo Clinic,"Jason C. Sluzevich, M.D.","Dermatologist, Dermatopathologist","Cutaneous t-cell lymphoma, Psoriasis"
Mayo Clinic,"Evan Small, M.D., Ph.D.",Emergency Medicine Physician,"Fever, Infection"
Mayo Clinic,"Robert C. Smallridge, M.D.","Internist, Endocrinologist","Thyroid cancer, Thyroid disease, Pituitary tumor"
Mayo Clinic,"Peter A. Smars, M.D.",Internist,
Mayo Clinic,"Michael Smerina, M.D.",Internist,
Mayo Clinic,"Jeffrey S. Smigielski, Ph.D., L.P.",Psychologist,
Mayo Clinic,"Nathan J. Smischney, M.D., M.S.",Anesthesiologist,
Mayo Clinic,"Anthony A. Smith, M.D.","Plastic Surgeon, Hand Surgeon",Hand surgery
Mayo Clinic,"Benn E. Smith, M.D.",Neurologist,"Electromyography, Peripheral neuropathy, Motor neuron disease"
Mayo Clinic,"Bradford (Brad) B. Smith, M.D.",Anesthesiologist,"Chest surgery, Vascular surgery, Heart surgery, Transplant, Blood transfusion, Echocardiogram"
Mayo Clinic,"David I. Smith, Ph.D.",,
Mayo Clinic,"Geoffrey R. Smith, II, M.D.",Physiatrist,"Intrathecal baclofen therapy, Ultrasound-guided musculoskeletal injection, Botox injection, Spasticity, Spinal cord inj...ury"
Mayo Clinic,"Glenn E. Smith, Ph.D., L.P.",,
Mayo Clinic,"Hugh M. Smith, M.D., Ph.D.",Anesthesiologist,Ultrasound
Mayo Clinic,"Kelsey M. Smith, M.D.",Neurologist,"Video EEG monitoring, EEG, Epilepsy"
Mayo Clinic,"Mark M. Smith, M.D.",Anesthesiologist,"Chest surgery, Orthopedic surgery, Heart surgery, Echocardiogram"
Mayo Clinic,"Maxwell L. Smith, M.D.",Pathologist,
Mayo Clinic,"Michael A. Smith, M.D., M.S.",Critical Care Specialist,
Mayo Clinic,"Robin L. Smith, M.D.",Internist,
Mayo Clinic,"Ron S. Smith, M.D.",Radiation Oncologist,
Mayo Clinic,"Taryn L. Smith, M.D.",,"Perimenopause, Menopause, Vaginal atrophy"
Mayo Clinic,"Vernon D. Smith, M.D.","Clinical Informaticist, Emergency Medicine Physician",
Mayo Clinic,"Wendy M. Smith, M.D.",Ophthalmologist,Uveitis
Mayo Clinic,"Fantley (Clay) C. Smither, M.D.",Physiatrist,"Amputation wrapping, Ultrasound-guided injection, Injection, Viscosupplementation, Ultrasound-guided cortisone injectio...n, Outpatient clinical consultation, Joint examination, Ultrasound-guided fine needle aspiration, Joint injection, Ultrasound, Trigger point injection, Therapeutic procedure, Physical examination, Musculoskeletal exam, Ultrasound-guided musculoskeletal injection, Soft tissue injection, Hip arthritis, Residual limb pain, Phantom pain, Rotator cuff injury, Limb loss, Rotator cuff tear, Knee arthritis, Arthritis, Rotator cuff tendinitis, Osteoarthritis"
Mayo Clinic,"Rory L. Smoot, M.D.","Hepatobiliary and Pancreas Surgeon, Surgical Oncologist","Minimally invasive intestinal surgery, Laparoscopic surgery, Soft tissue tumor ablation, Paracentesis, Splenectomy, Hep...atobiliary disease postoperative care, Minimally invasive surgery, Hepatobiliary disease evaluation, Gastrectomy, Irreversible electroporation, Minimally invasive pancreas surgery, Microwave ablation for cancer, Liver resection, Liver cyst fenestration, Small bowel resection, Bile duct resection, Minimally invasive liver surgery, Liver tumor ablation, Pancreatectomy, Cryoablation for cancer, Soft tissue sarcoma surgery, Whipple procedure, Liver cyst removal, Cholecystectomy, Portal hypertension management, Bile duct stone removal, Pancreatic enucleation, Radiofrequency ablation for cancer, Cancer treatment, Peritoneal cancer, Enlarged spleen, Bile duct stone, Polycystic liver disease, Liver tumor, Gastrointestinal stromal tumors, Hepatocellular carcinoma, Carcinoid tumor, Bile duct stricture, Recurrent cancer, Retroperitoneal sarcoma, Bile duct cyst, Soft tissue sarcoma, Small bowel cancer, Hilar cholangiocarcinoma, Gallbladder cancer, Liver cancer, Pancreatic cancer, Liver cyst, Appendix cancer, Stage 4 colorectal cancer, Pancreatic neuroendocrine tumor, Sarcoma, Gallbladder polyp, Duodenal cancer, IPMN, Pancreatic cyst, Immune thrombocytopenia, Stomach cancer, Cholangiocarcinoma, Ampullary cancer, Pancreatitis, Bile duct injury, Liver hemangioma, Biliary obstruction"
Mayo Clinic,"Christine L. Snozek, Ph.D.",Chemist,
Mayo Clinic,"Diana L. Snyder, M.D.",Gastroenterologist,"Colonoscopy, Esophageal manometry, Esophageal dilatation, Eosinophilic esophagitis, Gastroesophageal reflux disease, Ac...halasia, Esophageal spasms"
Mayo Clinic,"Elson So, M.D.",Neurologist,"Epilepsy surgery, EEG, Epilepsy"
Mayo Clinic,"Talia Sobel, M.D.",Women's Health Specialist,"Perimenopause, Vaginal dryness, Menopause, Menstrual cycle conditions, Sexual dysfunction, Menopause-related conditions..., Vaginal atrophy"
Mayo Clinic,"Alaina L. Softing Hataye, O.D.",Optometrist,"Nearsightedness, Low vision"
Mayo Clinic,"Ina Y. Soh, M.D., M.S.",Vascular Surgeon,"Minimally invasive endovascular treatment, Renal artery bypass, Endovascular reconstruction, Vein mapping, Vascular acc...ess surgery, Angiogram, Arteriovenous fistula surgery, Mesenteric artery bypass, Aortic aneurysm repair, Hemodialysis graft surgery, Vein procedure, Renal artery stenting, Endovascular treatment, Fenestrated/branched aortic repair, Vascular bypass surgery, Renal artery angioplasty, Femoral endarterectomy, Varicose vein ablation, Carotid angioplasty and stenting, Femoral-popliteal bypass, Carotid artery reconstruction, Endovascular aneurysm repair, Aortocaval fistula repair, Angioplasty, Femoral stenting, Fistulogram, Iliac branch endoprosthesis implantation, Aneurysm surgery, Vascular stenting, Carotid endarterectomy, Sclerotherapy, Femoral-tibial bypass, Aortobifemoral bypass, Vascular surgery, Vascular recanalization, Carotid angiogram, Thrombectomy, Aortoenteric fistula repair, Thoracic aortic aneurysm surgery, Vascular graft procedure, Thoracic endovascular aneurysm repair , Hemodialysis fistula surgery, Varicose vein stripping, Renovascular disease, Aneurysm, Marfan syndrome, Varicose vein, Arterial aneurysm, Carotid artery disease, Peripheral artery disease, Venous aneurysm, Carotid artery dissection, Abdominal aortic aneurysm, Arteriosclerosis/atherosclerosis, Aortic ulcer, Cerebrovascular disease, Aortic disorder, Aortic dissection, Renal artery aneurysm, Critical limb ischemia, Arteriovenous fistula, Aortoiliac disease, Popliteal artery entrapment syndrome, Vascular graft infection, Venous insufficiency, Takayasu's arteritis, Popliteal aneurysm, Carotid body tumor, Claudication, Aortic aneurysm, Thoracoabdominal aortic aneurysm, Mesenteric ischemia, Fibromuscular dysplasia, Thoracic aortic aneurysm"
Mayo Clinic,"Olayemi (Yemi) Sokumbi, M.D.","Dermatologist, Dermatopathologist","Excisional skin surgery, Psoriasis, Hidradenitis suppurativa, Bullous disease, Skin cancer, Melanoma, Cutaneous t-cell ...lymphoma, Connective tissue disorder"
Mayo Clinic,"Christopher (Chris) L. Sola, D.O.",,
Mayo Clinic,"Ryan J. Solinsky, M.D.",Physiatrist,"Spinal cord rehabilitation, Inpatient rehabilitation , Spasticity management for spinal cord injury, Neurological rehab...ilitation, Botox injection, Spasticity, Neuropathic pain syndrome, Autonomic dysreflexia, Neurogenic bladder dysfunction, Neurogenic bowel dysfunction, Spinal cord injury"
Mayo Clinic,"David B. Soma, M.D.","Sports Medicine Specialist, Pediatric Sports Medicine Specialist, Pediatrician","Concussion, Sports injury"
Mayo Clinic,"Kristin J. Somers, M.D.",Psychiatrist,
Mayo Clinic,"Virend Somers, M.D., Ph.D.",Cardiologist,"Sleep apnea, High blood pressure"
Mayo Clinic,"Sindhuja Sominidi Damodaran, M.B.B.S., M.D.",Dermatologist,"Laser hair removal, Hair loss, Bullous disease, Lichen planus, Dermatitis, Psoriasis, Acne, Lichen sclerosus"
Mayo Clinic,"Sushilkumar (Sushil) Sonavane, M.B.B.S., M.D.",,
Mayo Clinic,"Mohamad (Bassam) B. Sonbol, M.D.","Oncologist, Hematologist / Oncologist","Cholangiocarcinoma, Small bowel cancer, Carcinoid tumor, Pancreatic cancer, Stomach cancer, Esophageal cancer, Gallblad...der cancer, Liver cancer, Rectal cancer, Neuroendocrine tumor, Colon cancer"
Mayo Clinic,"Richa Sood, M.D.",Internist,"Vulvodynia, Female sexual dysfunction, Perimenopause, Menopause, Painful intercourse, Low sex drive in women, Vaginal a...trophy"
Mayo Clinic,"Dan Sorajja, M.D.","Internist, Cardiologist, Cardiac Electrophysiologist","EP study, Supraventricular tachycardia, Atrial fibrillation, Ventricular tachycardia"
Mayo Clinic,"Eric J. Sorenson, M.D.",Neurologist,"Electromyography, Cerebral palsy, Amyotrophic lateral sclerosis, Primary lateral sclerosis"
Mayo Clinic,"Mark J. Spangehl, M.D.",Orthopedic Surgeon,"Knee surgery, Hip surgery, Hip replacement, Knee replacement, Hip arthritis, Failed total knee replacement, Failed tota...l hip replacement, Knee arthritis"
Mayo Clinic,"Ulrich Specks, M.D.","Internist, Pulmonologist",
Mayo Clinic,"Leigh L. Speicher, M.D., M.P.H.","Aerospace Medicine Specialist, Internist",
Mayo Clinic,"Lisa J. Speiser, D.O.",Infectious Disease Specialist,"Valley fever, Infection in the immunocompromised, Transplant-associated infection, Infection, General infectious diseas...es"
Mayo Clinic,"Luke S. Spencer Gardner, M.D.",Orthopedic Surgeon,"Regenerative medicine therapy, Hip preservation surgery, Hip surgery, Periacetabular osteotomy, Hip fracture surgery, F...emoral osteotomy, Stem cell therapy, Hip decompression, Hip replacement, Hip core decompression, Hip arthroscopy, Hip labral repair, Hip replacement revision, Femoroacetabular impingement treatment, Direct anterior approach hip replacement, Hip labral tear, Pediatric hip disorders, Hip dysplasia, Hip instability, Hip tendon tear, Hip arthritis, Avascular necrosis, Hip impingement, Hip tendinitis, Hip fracture, Failed total hip replacement, Slipped capital femoral epiphysis, Dislocated hip, Infected total hip replacement, Periprosthetic fracture, Legg Calve Perthes disease"
Mayo Clinic,"Philip J. Spencer, M.D.","Transplant Surgeon, Cardiovascular Surgeon","Heart transplant, Aortic valve repair and replacement, Tricuspid valve repair and replacement, Ventricular assist devic...e implantation, Mitral valve repair and replacement, Coronary bypass surgery, Pulmonary thromboendarterectomy, Lung transplant, Coronary artery disease, Heart failure, Tricuspid valve disease, Aortic aneurysm, Lung disorder, Endocarditis"
Mayo Clinic,"John W. Sperling, M.D.",Orthopedic Surgeon,"Shoulder replacement revision, Rotator cuff surgery, Shoulder replacement surgery, Shoulder arthroscopy, Rotator cuff i...njury, Shoulder disorder"
Mayo Clinic,"Robert J. Spinner, M.D.","Orthopedic Surgeon, Neurosurgeon","Brachial plexus surgery, Peripheral nerve tumor surgery, Peripheral nerve tumor, Peripheral nerve disorder, Malignant p...eripheral nerve sheath tumors, Nerve entrapment, Benign peripheral nerve tumor, Peripheral nerve injury, Brachial plexus injury"
Mayo Clinic,"Lisa Z. Sproat, M.D.","Hematologist, Oncologist","Autologous stem cell transplant, Allogeneic stem cell transplant, Bone marrow transplant, Myelodysplastic syndromes, Ac...ute leukemia"
Mayo Clinic,"Juraj Sprung, M.D., Ph.D.",Anesthesiologist,"Sudden cardiac arrest, Obesity"
Mayo Clinic,"Jacqueline D. Squire, M.D.",Allergist-Immunologist,"Immune deficiencies, Rhinitis, Asthma, Food allergy, Allergy"
Mayo Clinic,"Ray W. Squires, Ph.D.",,"CPET, Cardiac rehabilitation, Cardiovascular disease prevention, Exercise stress test, Metabolic syndrome, Heart disease"
Mayo Clinic,"Meera Sridharan, M.D., Ph.D.",,von Willebrand disease
Mayo Clinic,"Komandoor Srivathsan, M.D.","Cardiologist, Cardiac Electrophysiologist","Ventricular tachycardia ablation, Cardiac resynchronization therapy, EP study, Cardiac ablation, Atrial fibrillation, V...entricular tachycardia"
Mayo Clinic,"Jesse St Clair, IV, M.D.",Emergency Medicine Physician,"Sedation, Endotracheal intubation, Ultrasound"
Mayo Clinic,"Erik K. St. Louis, M.D.","Pulmonologist, Neurophysiologist, Neurologist","Idiopathic hypersomnia, Epilepsy, Parasomnia, Sleep condition, Narcolepsy, REM sleep behavior disorder, Restless legs s...yndrome, Sleep apnea, Angelman syndrome, Obstructive sleep apnea"
Mayo Clinic,"Jeffrey P. Staab, M.D.",Psychiatrist,
Mayo Clinic,"Nathan P. Staff, M.D., Ph.D.",Neurologist,"Amyotrophic lateral sclerosis, Peripheral neuropathy, Motor neuron disease, Guillain Barre syndrome, Diabetic neuropath...y, Primary lateral sclerosis"
Mayo Clinic,"Scott L. Stafford, M.D.",Radiation Oncologist,"Radiation therapy, Proton therapy, Stereotactic radiosurgery, Intensity-modulated radiation therapy, Brain stereotactic... radiosurgery, Meningioma, Lymphoma, Brain tumor, Eye melanoma, Vascular malformation"
Mayo Clinic,"Gina M. Stalboerger, O.D.",,"Contact lens fitting, Eye care, Nearsightedness"
Mayo Clinic,"Greta C. Stamper, Au.D., Ph.D.",,"Age-related hearing loss, Hearing loss"
Mayo Clinic,"Beatriz G. Stamps, M.D.",Gynecologist,
Mayo Clinic,"Daniela L. Stan, M.D.",Internist,
Mayo Clinic,"Marius N. Stan, M.D.",Endocrinologist,"Thyroid fine needle aspiration, Graves' disease, Thyroid nodule, Thyroid cancer, Thyroid eye disease"
Mayo Clinic,"Rupert O. Stanborough, M.D.",Radiologist,"Cryoablation for cancer, Joint injection, Nerve biopsy, Percutaneous ablation, CT-guided biopsy, Radiofrequency ablatio...n for cancer, Bone biopsy, Arthrogram, Muscle biopsy, Radiofrequency ablation, MRI arthrogram, Sarcoma, Osteoid osteoma, Unicameral bone cyst, Aneurysmal bone cyst, Osteoarthritis, Simple bone cyst"
Mayo Clinic,"Fernando Stancampiano, M.D.",Internist,
Mayo Clinic,"Jessica A. Stanich, M.D.",Emergency Medicine Physician,
Mayo Clinic,"Anthony A. Stans, M.D.",Orthopedic Surgeon,"Pediatric cervical spine surgery, Hip surgery, Foot surgery, Scoliosis surgery, Spinal deformity correction surgery, Gr...owth plate fracture, Pediatric trauma, Clubfoot, Spine deformity, Pediatric hip disorders, Limb deficiency, Limb deformity, Klippel-Trenaunay syndrome, Scoliosis"
Mayo Clinic,"Melissa L. Stanton, M.D.",Pathologist,
Mayo Clinic,"Mark E. Stark, M.D.","Internist, Gastroenterologist","Colonoscopy, AVM ablation, Intestinal bleeding control, Small bowel stricture dilation, Small bowel polypectomy, Single... balloon enteroscopy, Upper endoscopy, Capsule endoscopy, Intestinal biopsy, Double balloon enteroscopy, Chronic gastrointestinal bleeding, Gastrointestinal bleeding, Small bowel AVM, Small bowel angiodysplasia, Small bowel stricture, Peutz-Jeghers syndrome, Obscure gastrointestinal bleeding, Small bowel cancer, Hemorrhage, Polyposis syndromes"
Mayo Clinic,"Amaal J. Starling, M.D.",Neurologist,"Medication overuse headache, Concussion, Headache, Migraine with aura, Migraine"
Mayo Clinic,"Patrick P. Starlinger, M.D., Ph.D.","Transplant Surgeon, Surgical Oncologist, Colon and Rectal Surgeon, Hepatobiliary and Pancreas Surgeon","Soft tissue sarcoma surgery, Gastrectomy, Liver cyst resection, Liver resection, Laparoscopic radiofrequency ablation, ...Hepatobiliary disease evaluation, Hepatobiliary disease postoperative care, Portal hypertension management, Splenectomy, Whipple procedure, Minimally invasive abdominal surgery, Minimally invasive cancer surgery , Laparoscopic distal pancreatectomy , Laparoscopic common bile duct exploration, Pancreatic enucleation, Small bowel resection, Cancer treatment, Liver cyst removal, Liver cyst fenestration, Liver tumor ablation, Minimally invasive pancreas surgery, Irreversible electroporation, Laparoscopic surgery, Liver biopsy, Pancreatectomy, Bile duct stone removal, Microwave ablation for cancer, Minimally invasive intestinal surgery, Minimally invasive liver surgery, Bile duct resection, Cholecystectomy, Bile duct stone, Recurrent cancer, Immune thrombocytopenia, Hepatocellular carcinoma, Stage 4 colorectal cancer, Duodenal cancer, Ampullary cancer, Cholangiocarcinoma, Pancreatic cyst, IPMN, Enlarged spleen, Bile duct cyst, Retroperitoneal sarcoma, Liver cancer, Pancreatic neuroendocrine tumor, Neuroendocrine tumor, Bile duct stricture, Gallbladder polyp, Small bowel cancer, Hilar cholangiocarcinoma, Polycystic liver disease, Bile duct injury, Gastrointestinal stromal tumors, Duodenal polyp, Carcinoid tumor, Pancreatitis, Pancreatic cancer, Liver mass, Gallbladder cancer, Portal hypertension, Liver hemangioma, Liver abscess, Peritoneal cancer, Liver cyst"
Mayo Clinic,"Jason S. Starr, D.O.",Hematologist / Oncologist,"Stomach cancer, Liver cancer, Pancreatic cancer, Colon cancer, Pancreatic neuroendocrine tumor, Esophageal cancer, Neur...oendocrine tumor"
Mayo Clinic,"Matthew (Matt) R. Starr, M.D.",Ophthalmologist,"Eye care, Retinal surgery, Retinal angiogram, Retinal exam, Eye injection, Eye exam, Lens replacement surgery, Eye floa...ters, Retinal detachment, Retinal degeneration, Eye infection, Epiretinal membrane, Retinal artery occlusion, Diabetic retinopathy, Retinal disease, Retinal vein occlusion, Eye injury, Macular hole, Macular degeneration, Diabetic eye disease, Cataract, Macular edema"
Mayo Clinic,"John A. Stauffer, M.D.","Surgical Oncologist, Hepatobiliary and Pancreas Surgeon","Minimally invasive surgery, Splenectomy, Minimally invasive pancreas surgery, Minimally invasive liver surgery, Liver t...umor ablation, Gallbladder tube placement, Whipple procedure, Pancreatectomy, Liver cyst removal, Adrenalectomy, Pancreas biopsy, Cholecystectomy, Liver resection, Liver biopsy, Gallbladder cancer, Pancreatic neuroendocrine tumor, Gallstones, Bile duct stricture, Appendix cancer, Hepatocellular carcinoma, Adrenal cancer, Enlarged spleen, Bile duct cyst, Biliary obstruction, Liver cancer, Spleen injury, Benign adrenal tumor, Pancreatic cyst, IPMN, Cholangiocarcinoma, Pancreatitis, Carcinoid tumor, Liver cyst, Bile duct injury, Gallbladder polyp, Pancreatic cancer, Duodenal cancer, Ampullary cancer, Adrenal insufficiency, Duodenal polyp, Liver mass, Bile duct stone"
Mayo Clinic,"Joshua D. Stearns, M.D.",Anesthesiologist,Transesophageal echocardiogram
Mayo Clinic,"Mark D. Stegall, M.D.",General Surgeon,
Mayo Clinic,"David E. Steidley, M.D.",Cardiologist,"Heart transplant, Amyloidosis, Cardiomyopathy, Heart failure"
Mayo Clinic,"Dana B. Steien, M.D.",,
Mayo Clinic,"Lawrence W. Steinkraus, M.D.",Aerospace Medicine Specialist,
Mayo Clinic,"Paul E. Stensrud, M.D.",Anesthesiologist,
Mayo Clinic,"Jan Stepanek, M.D., M.P.H.","Aerospace Medicine Specialist, Internist","Altitude sickness, Dermatomyositis, Vasculitis, Polymyositis"
Mayo Clinic,"Daniel Stephens, M.D.","General Surgeon, Acute Care Surgeon","Laparoscopic surgery, Trauma care, Thoracotomy, Chest surgery, Rib fracture stabilization, Splenectomy, Intensive care,... Colectomy, Robotic ventral hernia repair, Cholecystectomy, Abdominal wall reconstruction, Hernia repair, Chest reconstruction, Traumatic injury, Ventral hernia, Gallbladder polyp, Traumatic brain injury, Gallstones, Inguinal hernia, ARDS, Hernia"
